contigName	contigLen	totalAvgDepth	MO_226.MO_004.sorted.bam	MO_226.MO_004.sorted.bam-var	MO_226.MO_005.sorted.bam	MO_226.MO_005.sorted.bam-var	MO_226.MO_007.sorted.bam	MO_226.MO_007.sorted.bam-var	MO_226.MO_010.sorted.bam	MO_226.MO_010.sorted.bam-var	MO_226.MO_034.sorted.bam	MO_226.MO_034.sorted.bam-var	MO_226.MO_035.sorted.bam	MO_226.MO_035.sorted.bam-var	MO_226.MO_039.sorted.bam	MO_226.MO_039.sorted.bam-var	MO_226.MO_042.sorted.bam	MO_226.MO_042.sorted.bam-var	MO_226.MO_046.sorted.bam	MO_226.MO_046.sorted.bam-var	MO_226.MO_071.sorted.bam	MO_226.MO_071.sorted.bam-var	MO_226.MO_073.sorted.bam	MO_226.MO_073.sorted.bam-var	MO_226.MO_074.sorted.bam	MO_226.MO_074.sorted.bam-var	MO_226.MO_077.sorted.bam	MO_226.MO_077.sorted.bam-var	MO_226.MO_082.sorted.bam	MO_226.MO_082.sorted.bam-var	MO_226.MO_098.sorted.bam	MO_226.MO_098.sorted.bam-var	MO_226.MO_102.sorted.bam	MO_226.MO_102.sorted.bam-var	MO_226.MO_103.sorted.bam	MO_226.MO_103.sorted.bam-var	MO_226.MO_106.sorted.bam	MO_226.MO_106.sorted.bam-var	MO_226.MO_133.sorted.bam	MO_226.MO_133.sorted.bam-var	MO_226.MO_135.sorted.bam	MO_226.MO_135.sorted.bam-var	MO_226.MO_138.sorted.bam	MO_226.MO_138.sorted.bam-var	MO_226.MO_140.sorted.bam	MO_226.MO_140.sorted.bam-var	MO_226.MO_167.sorted.bam	MO_226.MO_167.sorted.bam-var	MO_226.MO_170.sorted.bam	MO_226.MO_170.sorted.bam-var	MO_226.MO_180.sorted.bam	MO_226.MO_180.sorted.bam-var	MO_226.MO_184.sorted.bam	MO_226.MO_184.sorted.bam-var	MO_226.MO_188.sorted.bam	MO_226.MO_188.sorted.bam-var	MO_226.MO_192.sorted.bam	MO_226.MO_192.sorted.bam-var	MO_226.MO_197.sorted.bam	MO_226.MO_197.sorted.bam-var	MO_226.MO_199.sorted.bam	MO_226.MO_199.sorted.bam-var	MO_226.MO_202.sorted.bam	MO_226.MO_202.sorted.bam-var	MO_226.MO_207.sorted.bam	MO_226.MO_207.sorted.bam-var	MO_226.MO_226.sorted.bam	MO_226.MO_226.sorted.bam-var	MO_226.MO_231.sorted.bam	MO_226.MO_231.sorted.bam-var	MO_226.MO_234.sorted.bam	MO_226.MO_234.sorted.bam-var	MO_226.MO_236.sorted.bam	MO_226.MO_236.sorted.bam-var
MO_226.c_0	115180	16.1813	0.0538207	0.0649547	0.16407	0.283526	0	0	0	0	0.0039381	0.00653944	0.0210032	0.037274	0	0	0.0013127	0.00130952	0.0144397	0.0425726	0.0052508	0.0130979	0	0	0	0	0.0118143	0.0169233	0.0026254	0.00261602	0.0105016	0.0202045	0.00656351	0.00947697	0	0	0	0	0.0026254	0.00261476	0	0	0.0013127	0.00130948	0	0	0.0013127	0.00131005	0	0	0	0	0.00447709	0.00446432	0.00116491	0.00229353	0.0026254	0.00261758	0.00918891	0.0117409	0	0	0	0	0.0210032	0.0284718	15.8212	30.9594	0	0	0.0026254	0.00421624	0.0183778	0.0251747
MO_226.c_1	106348	14.3638	0.0412343	0.0570802	0.133637	0.199203	0	0	0.00426562	0.0127765	0.00284374	0.0028304	0.0145106	0.0237634	0	0	0	0	0.00284374	0.00283084	0.00568749	0.0113354	0	0	0.00284374	0.00567326	0	0	0.00567807	0.00567451	0.00284374	0.0056714	0.00284374	0.0028293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142187	0.00141922	0	0	0	0	0.00426562	0.00425584	0	0	0	0	0.0170625	0.034072	14.1047	25.8034	0	0	0	0	0.0170625	0.051057
MO_226.c_2	101547	41.3346	1.00938	119.063	1.12383	98.4055	0.879415	111.746	1.02484	139.798	0.480705	21.0488	0.433297	7.48078	0.285354	9.96092	0.512816	41.8917	0.742902	73.202	0.753523	74.4529	0.567364	39.6057	0.910589	105.762	0.970364	126.603	1.10252	171.594	0.626912	46.9455	0.561368	43.9899	0.739618	71.3118	0.327209	11.7378	1.11981	180.382	0.705474	75.2045	0.772686	84.0949	1.01221	137.978	0.554898	23.9308	0.997929	76.0621	0.750466	61.778	0.327317	8.43448	0.616458	32.6179	0.867353	40.1795	0.623953	43.7748	0.525637	31.0644	1.2528	209.939	0.424381	19.0235	16.0826	44.5761	0.61204	46.8541	0.46888	29.3167	0.56764	31.0505
MO_226.c_3	91331	39.6655	0.263311	0.35345	2.1058	3.53698	0.0877705	0.148479	0	0	0.0215286	0.0276963	0.0861144	0.16692	0.00496814	0.00494739	0.00496814	0.00494751	0.0678979	0.168735	0.218598	0.281202	0.00993628	0.00985066	0.0612737	0.146279	0.0447133	0.0617236	0.0132484	0.0196841	0.0215286	0.0371885	0.0314539	0.0399959	0.00993628	0.0144225	0.00993628	0.0110172	0.0248407	0.0313191	0.00828023	0.0185679	0.00828023	0.0148411	0.00496814	0.00494674	2.37064	7.94988	0.13119	0.19661	0.604446	1.3239	3.77564	11.6648	1.70644	5.02724	3.93828	20.047	0.0430572	0.0743784	0.239414	0.471056	0.0198726	0.029435	1.89266	4.17738	21.4404	69.6163	0.0414012	0.0756838	0.149044	0.353071	0.203672	0.417391
MO_226.c_4	79564	35.7171	0.225829	0.303962	1.87146	2.58253	0.121691	0.236369	0.00570428	0.0170793	0.0475357	0.0698859	0.0741557	0.126721	0.00380286	0.0075797	0.00950714	0.0129711	0.0247186	0.037502	0.154003	0.151114	0.0342257	0.0824874	0.0209157	0.0248277	0.0418314	0.0521136	0.00760571	0.0112779	0.0285214	0.0567178	0.01331	0.0162746	0.00950714	0.00939635	0.0190143	0.0262511	0.00380286	0.00377672	0.0304228	0.117005	0.00380286	0.00377672	0.00190143	0.00189492	1.6599	4.71475	0.10648	0.140714	0.43719	1.20311	3.11843	11.796	1.22745	3.03049	3.02336	14.7754	0.0456343	0.0568416	0.19931	0.320772	0.00570428	0.00567036	2.06403	4.81599	20.662	39.5645	0.0475357	0.130819	0.123517	0.3082	0.243307	0.34665
MO_226.c_5	74327	44.526	0.315502	0.44116	2.09054	3.66413	0.0590345	0.1214	0.00814269	0.0162576	0.0386778	0.0792929	0.0801192	0.100023	0	0	0.0142497	0.0171816	0.0203298	0.0245936	0.230004	0.308284	0.00407134	0.00405672	0.0346064	0.0424354	0.0631058	0.111831	0.00407134	0.00583752	0.0162854	0.0163105	0.0305351	0.0416394	0.018321	0.0265881	0.00814269	0.0135198	0.0203567	0.0244124	0.00610701	0.0182747	0	0	0.00407134	0.0040595	2.63602	7.52866	0.2327	0.385445	0.602383	1.23807	4.63876	14.7031	2.16825	5.21259	5.75828	26.2399	0.0325707	0.055886	0.368483	0.638889	0.0488561	0.103581	2.54451	5.84985	21.8904	57.1869	0.0927242	0.231968	0.124176	0.24716	0.321609	0.514341
MO_226.c_6	72867	36.4823	0.249171	0.366067	1.98739	3.20986	0.0747556	0.157648	0.00830617	0.0123845	0.0207654	0.0453022	0.0602198	0.0749812	0	0	0.0207654	0.0602698	0.0311482	0.0489966	0.193091	0.291957	0.0207654	0.025965	0.0493695	0.123924	0.0436074	0.0918766	0.0353012	0.0817718	0.0186889	0.0272899	0.0173687	0.024037	0.0207654	0.0256159	0.0145358	0.026812	0.0249185	0.0366416	0	0	0.00830617	0.00822982	0	0	1.73668	5.17169	0.114554	0.151892	0.630843	1.79844	3.30561	11.131	1.43182	4.72198	3.3466	16.6489	0.0747556	0.1522	0.147421	0.247425	0.00207654	0.00206959	1.50752	3.19025	20.7195	50.4778	0.121443	0.392995	0.145358	0.36041	0.298885	0.545772
MO_226.c_7	69902	42.0558	0.264078	0.394491	1.96991	3.30658	0.076772	0.121664	0.00864491	0.00856002	0.0129889	0.0130325	0.0411314	0.0469397	0	0	0.0194833	0.0277565	0.027311	0.0287628	0.244609	0.40459	0.0238129	0.0318979	0.0322715	0.0489826	0.0584499	0.0816771	0.0129889	0.0168642	0.0368018	0.0450255	0.0173185	0.0170159	0.0129889	0.0128249	0	0	0.0108241	0.0107112	0.00432963	0.00862503	0	0	0.00865925	0.0172768	2.56582	9.86621	0.179307	0.242694	0.690217	1.41682	4.48237	13.2103	1.93473	5.54691	5.0563	33.1365	0.0259777	0.0426698	0.31169	0.572846	0.00865925	0.00858196	2.26839	5.28101	21.1771	48.0253	0.116886	0.300241	0.0779189	0.115289	0.277096	0.415445
MO_226.c_8	69742	41.8064	0.286412	0.417637	2.08079	3.06813	0.10415	0.279525	0	0	0.0151885	0.0149658	0.10632	0.134857	0	0	0.0108489	0.0196443	0.0195281	0.021493	0.2083	0.296678	0.00867916	0.00859483	0.0846218	0.183764	0.0390562	0.0549292	0.0216979	0.0307758	0.0477354	0.0899474	0.0238677	0.0319534	0.00433958	0.00640077	0.00650937	0.00912114	0.0269715	0.0509347	0.00650937	0.0122034	0.0238677	0.0379412	0.00433958	0.00433004	2.19162	5.92765	0.1323	0.208667	0.596678	1.5053	4.1907	13.4091	1.95876	5.04398	4.4591	20.9773	0.0499052	0.0994845	0.376121	0.643649	0.0368864	0.0541727	2.3497	5.18592	21.8684	52.2847	0.052075	0.150393	0.093301	0.13097	0.321129	0.594649
MO_226.c_9	67134	40.959	0.353846	0.753928	1.86992	2.88397	0.0811537	0.194255	0.0225427	0.119982	0.058611	0.57225	0.133002	0.789371	0	0	0.00676281	0.0179914	0.0969336	0.454717	0.209632	0.531086	0.0315598	0.12648	0.0405769	0.131238	0.0518482	0.104738	0.0383226	0.259121	0.0788994	0.791153	0.0698824	0.284545	0.0450555	0.36065	0.0184372	0.0332742	0.0405769	0.167037	0.0157799	0.0421599	0.0112713	0.0454103	0.024797	0.0634568	2.38673	8.11996	0.171324	0.284076	0.636689	2.0713	3.89245	16.2511	1.84238	6.9906	4.53656	24.5059	0.0811537	0.23323	0.214156	0.310342	0.0518183	0.35466	1.9926	4.58997	21.2361	71.5785	0.117222	0.355039	0.153275	0.529146	0.347143	1.46182
